WaistBack-x,WaistBack-y,WaistBack-z,WaistL-x,WaistL-y,WaistL-z,LKnee-x,LKnee-y,LKnee-z,LAnkleOut-x,LAnkleOut-y,LAnkleOut-z,WaistR-x,WaistR-y,WaistR-z,RKnee-x,RKnee-y,RKnee-z,RAnkleOut-x,RAnkleOut-y,RAnkleOut-z,SpineThoracic12-x,SpineThoracic12-y,SpineThoracic12-z,UpperTorso-x,UpperTorso-y,UpperTorso-z,NeckBase-x,NeckBase-y,NeckBase-z,CenterHead-x,CenterHead-y,CenterHead-z,RShoulderTop-x,RShoulderTop-y,RShoulderTop-z,RElbow-x,RElbow-y,RElbow-z,RHand-x,RHand-y,RHand-z,LShoulderTop-x,LShoulderTop-y,LShoulderTop-z,LElbow-x,LElbow-y,LElbow-z,LHand-x,LHand-y,LHand-z,RForefoot-x,RForefoot-y,RForefoot-z,LForefoot-x,LForefoot-y,LForefoot-z
1005.83,452.652,1148.995,1102.117,642.267,1130.739,1361.7465,551.392,638.144,1337.421,556.46,190.438,1134.686,301.795,1102.643,910.167,420.541,596.3164999999999,579.71,376.796,308.052,1023.847,436.354,1405.563,1148.2035,499.3305,1517.7745,1179.216,499.13825,1675.48175,1222.6783333333333,496.8956666666666,1796.76,1254.527,341.629,1556.223,1261.8975,161.3775,1263.4045,1338.503,374.786,1356.333,1091.848,668.512,1578.021,799.9865,632.252,1398.3784999999998,995.536,701.0815,1259.5405,292.8985,229.1735,59.7805,1510.1135,550.6185,177.929
1005.602,452.529,1150.028,1102.631,640.722,1131.527,1356.9160000000002,551.375,634.047,1353.597,554.562,186.582,1134.17,301.708,1104.806,914.7235,420.751,593.9925000000001,571.351,375.64,321.644,1023.87,436.039,1406.715,1148.5745000000002,499.9155,1518.2485,1179.85425,499.9307500000001,1676.159,1223.2046666666668,497.6283333333333,1797.5666666666668,1256.427,342.682,1557.0,1259.115,161.10899999999998,1264.1375,1335.7469999999998,375.167,1355.2895,1091.391,669.151,1578.395,800.5195,631.6445,1397.3925,997.2245,701.216,1260.6805,284.917,229.729,67.0385,1526.5165,547.1055,184.1925
1005.073,452.799,1150.463,1103.026,639.204,1131.575,1351.722,551.103,629.575,1367.367,552.606,183.691,1134.568,301.935,1106.976,920.542,420.4985,590.9455,563.779,375.06,335.653,1024.076,436.422,1407.393,1149.0749999999998,500.4675,1518.4855,1180.54275,500.59575,1676.49425,1223.7700000000002,498.334,1798.0326666666667,1258.202,343.304,1557.365,1255.785,160.6285,1264.5145,1332.9795,375.3585,1353.522,1091.239,669.669,1578.461,801.28,631.4965,1395.8595,999.368,701.651,1261.166,277.327,229.386,74.4185,1539.944,543.7625,190.449
1004.322,453.184,1150.306,1103.517,638.313,1131.039,1346.467,550.4825000000001,624.8589999999999,1378.397,550.875,181.451,1133.758,302.14,1108.505,927.0425,420.15,587.3405,557.441,374.281,350.824,1024.086,436.746,1407.86,1149.6239999999998,501.016,1518.4,1181.3085,501.31525,1676.4865,1224.4619999999998,499.028,1798.0586666666666,1259.829,343.719,1557.32,1251.5929999999998,160.28199999999998,1264.536,1330.2885,375.345,1350.9845,1091.401,670.453,1578.386,802.6949999999999,631.8685,1393.6945,1002.2045,702.3495,1260.9805,270.2895,228.048,82.0955,1550.4995,540.8115,196.0865
1003.242,453.459,1149.703,1103.951,637.743,1129.751,1341.0414999999998,550.0405000000001,620.0435,1386.836,548.97,179.641,1132.603,302.178,1109.559,934.221,419.909,583.3245,552.061,373.281,367.11,1023.869,437.366,1408.156,1150.2185,501.405,1518.0124999999998,1182.0945,501.8855,1676.0615,1225.106,499.724,1797.5746666666666,1261.297,343.804,1556.896,1246.8465,159.4725,1264.4525,1327.699,375.0445,1347.7465000000002,1091.827,671.105,1578.03,804.7835,633.266,1390.6165,1005.622,703.308,1260.2895,263.7785,225.728,89.916,1558.2655,538.2095,200.7105
1002.235,453.86,1148.43,1104.171,638.114,1127.877,1335.8365,549.4100000000001,615.337,1392.513,546.982,177.862,1131.419,302.113,1110.169,941.8395,419.93,578.823,548.043,372.562,384.097,1023.538,438.267,1408.025,1150.6799999999998,501.774,1517.2714999999998,1182.9285,502.4565,1675.30775,1225.852,500.43866666666673,1796.6536666666668,1262.462,343.928,1556.176,1241.545,158.684,1264.0085,1324.884,374.6615,1343.745,1092.489,671.771,1577.429,807.1245,634.9685,1387.1215,1009.589,704.6295,1258.973,257.862,222.351,97.965,1563.338,536.1375,203.81
1001.013,454.273,1146.741,1104.124,638.881,1125.404,1330.726,548.5325,610.8910000000001,1395.758,545.495,176.229,1130.013,301.909,1110.26,950.204,419.8195,573.7015,545.811,371.72,401.939,1023.059,438.984,1407.509,1151.0155,502.22,1516.173,1183.728,502.994,1674.07675,1226.5873333333332,501.0346666666667,1795.2293333333334,1263.266,344.075,1554.904,1235.5335,157.721,1263.486,1322.203,373.9645,1339.169,1093.426,672.512,1576.497,809.8154999999999,637.2885,1382.8925,1014.062,706.0709999999999,1257.1055,252.5515,218.029,106.2805,1566.0895,534.5084999999999,205.3105
999.745,454.673,1144.617,1104.008,639.754,1122.35,1326.0549999999998,547.6,606.751,1396.612,543.772,173.985,1128.469,301.615,1109.574,959.322,419.547,568.037,545.622,371.343,419.975,1021.992,439.908,1406.818,1151.2035,502.573,1514.7575000000002,1184.38075,503.514,1672.4507500000002,1227.3753333333334,501.634,1793.3306666666667,1263.575,344.16,1553.312,1229.1045,156.7415,1262.5700000000002,1319.62,372.9955,1333.9805,1094.277,673.186,1575.269,812.969,640.467,1378.0155,1019.1145,707.9225,1254.9119999999998,247.837,213.286,114.928,1566.5410000000002,533.365,205.2525
998.653,455.075,1141.814,1103.581,640.595,1118.967,1321.898,546.4925000000001,603.2715000000001,1395.034,542.371,171.413,1126.952,301.417,1108.161,968.7115,419.0335,562.0174999999999,547.706,371.101,437.889,1020.983,441.109,1405.555,1151.368,502.947,1512.9119999999998,1184.90725,503.9944999999999,1670.4095,1228.0996666666667,502.3376666666666,1790.9616666666668,1263.22,343.931,1551.315,1222.5504999999998,155.9155,1261.3235,1317.1015,371.7825,1328.248,1095.31,673.901,1573.714,816.399,644.2885,1372.288,1024.698,710.1605,1252.259,243.982,208.3045,123.93,1564.7,532.5815,203.777
997.478,455.399,1138.644,1103.142,641.404,1115.286,1318.1925,545.413,600.3164999999999,1391.12,540.731,167.948,1125.355,301.124,1106.091,978.437,418.6265,555.76,552.206,371.11,455.021,1019.941,442.165,1403.817,1151.513,503.276,1510.7044999999998,1185.37875,504.38725,1667.9505,1228.829,502.9383333333333,1788.1906666666666,1262.476,343.514,1548.846,1215.4425,154.83550000000002,1259.978,1314.612,370.25,1321.9295000000002,1096.496,674.634,1571.778,820.0815,648.8705,1365.824,1030.7745,712.578,1249.257,240.8775,203.419,133.1485,1560.739,532.0415,200.8
996.525,455.779,1134.949,1102.348,642.023,1111.248,1314.646,544.5585,597.632,1385.132,539.506,163.831,1123.936,300.935,1103.418,988.266,418.009,549.2674999999999,558.585,371.167,471.056,1018.77,443.153,1401.837,1151.678,503.6165,1508.0365000000002,1185.73625,504.68925,1665.05375,1229.611666666667,503.451,1784.9846666666665,1261.505,343.011,1545.952,1207.954,153.7655,1258.4685,1312.1275,368.457,1315.0585,1097.466,675.245,1569.406,824.0074999999999,654.1245,1358.7305,1037.5545000000002,715.1635,1245.8705,239.2495,199.042,142.2895,1554.9135,531.518,196.2935
995.467,455.903,1130.94,1101.38,642.626,1107.125,1311.2675,543.7115,595.082,1377.462,538.266,158.845,1122.698,300.631,1100.281,998.4105,417.091,542.8225,566.746,371.246,485.67,1017.082,443.934,1399.813,1151.826,503.746,1504.856,1186.04875,504.95625,1661.783,1230.2389999999998,503.993,1781.438,1260.307,342.287,1542.649,1200.369,152.806,1256.6405,1309.623,366.3125,1307.6275,1098.64,675.906,1566.595,828.242,660.284,1350.785,1044.7165,717.9784999999999,1242.2089999999998,238.799,195.4705,151.0665,1547.2615,530.9075,190.331
994.538,455.831,1126.538,1099.916,642.938,1102.61,1308.057,543.204,592.6125,1367.894,537.176,153.285,1121.73,300.34,1096.724,1008.8425,415.922,536.4939999999999,576.167,370.824,498.92,1016.074,444.968,1396.969,1151.918,503.8085,1501.194,1186.3015,505.1215,1658.14325,1230.9596666666666,504.485,1777.5933333333332,1258.966,341.479,1538.952,1192.1565,151.867,1254.806,1307.0985,363.9675,1299.685,1099.56,676.337,1563.31,832.613,666.7339999999999,1342.1925,1052.449,720.9635000000001,1238.288,239.8585,192.6135,159.3165,1538.1754999999998,530.0045,183.001
993.673,455.51,1121.761,1098.296,643.179,1097.762,1304.777,543.1585,589.7845,1356.879,536.049,147.128,1120.902,299.979,1092.658,1019.667,414.4775,530.5115,586.865,369.909,510.568,1015.08,445.896,1394.035,1152.0025,503.821,1497.104,1186.44025,505.21525,1654.16875,1231.4910000000002,504.8813333333333,1773.467,1257.421,340.531,1534.943,1183.855,150.966,1252.965,1304.53,361.2495,1291.34,1100.675,676.899,1559.57,836.873,673.6780000000001,1332.943,1060.686,723.9490000000001,1234.0765,242.194,190.5925,166.837,1527.4155,528.692,174.59750000000005
992.924,454.895,1116.702,1096.345,643.237,1092.499,1301.695,543.4025,586.405,1344.354,535.399,140.99,1120.508,299.516,1088.207,1030.6355,413.1,524.5809999999999,598.259,368.431,520.781,1014.013,446.881,1390.767,1151.9499999999998,503.7715,1492.645,1186.42575,505.297,1649.8545,1231.9426666666666,505.3386666666666,1769.0486666666666,1255.754,339.544,1530.704,1174.9895,150.235,1250.8425,1301.9755,358.2565,1282.6585,1101.416,677.283,1555.313,842.508,681.8625,1322.9215,1069.469,726.7435,1229.716,245.2845,189.412,173.375,1515.3055,526.9805,165.2595
991.989,454.142,1111.497,1094.203,643.088,1086.841,1298.315,543.852,581.9459999999999,1329.902,535.133,136.837,1120.714,298.859,1083.019,1041.8895,411.497,518.6804999999999,610.353,366.573,529.319,1013.149,447.809,1387.126,1151.8565,503.7125,1487.8745,1186.4767499999998,505.337,1645.2535,1232.3746666666666,505.6766666666667,1764.463,1254.209,338.506,1526.117,1166.5994999999998,149.6605,1248.4634999999998,1299.3515,354.938,1273.535,1102.348,677.738,1550.586,848.184,690.2645,1312.387,1078.804,729.5015000000001,1225.065,249.421,188.882,179.077,1500.7535,525.2094999999999,153.905
991.338,453.153,1105.992,1091.96,642.633,1080.787,1294.9215,544.4475,576.048,1311.69,533.689,132.59,1120.725,298.3,1077.827,1053.384,409.8935,512.761,623.231,364.455,536.371,1012.533,448.835,1383.086,1151.4685,503.5555,1482.9009999999998,1186.43675,505.4035,1640.34875,1232.6783333333333,506.01933333333335,1759.6666666666667,1252.565,337.455,1521.253,1157.9265,149.0215,1245.9605,1296.5,351.33500000000004,1263.982,1103.214,678.299,1545.328,855.185,699.637,1301.317,1088.622,732.0944999999999,1220.3075,254.3735,188.67,183.8085,1484.5445,524.1085,138.012
990.301,451.932,1100.59,1089.748,642.186,1074.5,1291.3365,545.0060000000001,569.519,1292.115,530.263,128.111,1120.89,297.821,1072.207,1065.4685,408.2175,506.683,636.723,361.857,542.113,1011.664,449.496,1378.759,1150.9865,503.3345000000001,1477.705,1186.2405,505.377,1635.1925,1232.843,506.249,1754.698,1250.708,336.308,1516.177,1148.9985,148.5255,1243.5625,1293.487,347.2965,1254.203,1104.014,678.832,1539.63,862.0074999999999,708.6990000000001,1289.8435,1099.061,734.6345,1215.548,259.6045,188.752,187.824,1465.583,523.1185,120.338
989.292,450.912,1094.827,1087.601,641.835,1068.145,1287.6205,545.5275,563.1405,1271.278,526.63,126.548,1121.062,297.359,1066.165,1077.8719999999998,407.3685,500.5415,651.086,359.353,546.348,1010.923,450.288,1373.956,1150.487,503.234,1472.21,1186.051,505.4755,1629.83825,1232.8233333333333,506.455,1749.628,1248.716,335.179,1510.878,1139.998,148.23649999999998,1241.061,1290.738,342.7795,1244.591,1105.246,679.633,1533.639,869.972,718.3125,1277.8735,1109.8995,736.856,1210.6085,265.887,189.63,191.896,1446.6065,522.125,106.881
986.953,449.256,1089.903,1085.177,641.192,1061.884,1284.585,545.99,556.8679999999999,1249.853,523.28,127.142,1121.258,296.966,1059.658,1091.144,405.8995,494.611,666.083,356.793,549.266,1010.25,451.003,1368.847,1149.843,503.0505,1466.58,1185.7145,505.43575,1624.41175,1232.7583333333332,506.6503333333333,1744.6463333333334,1246.617,333.95,1505.444,1131.151,148.058,1238.615,1287.3955,338.27750000000003,1234.515,1106.191,680.207,1527.324,878.638,728.0725,1265.6365,1121.2655,738.8565000000001,1205.694,272.157,189.5465,194.0265,1426.1075,519.8435,102.216
985.253,448.253,1084.833,1082.116,640.832,1056.045,1282.196,546.049,550.8035,1227.413,519.812,129.078,1120.828,297.038,1053.096,1104.5625,405.4505,489.2365,681.69,354.613,550.636,1009.224,451.433,1363.385,1149.1305,502.9085,1460.781,1185.3784999999998,505.42675,1618.97325,1232.5763333333334,506.78566666666666,1739.7803333333334,1244.386,332.61,1499.859,1121.725,148.095,1236.3835,1284.03,333.088,1224.9935,1107.443,681.073,1520.949,888.0854999999999,737.8420000000001,1253.167,1133.113,740.654,1200.8665,279.5405,190.393,196.248,1402.6799999999998,516.7445,98.5425
982.846,446.79,1080.366,1078.56,640.648,1050.93,1280.2415,545.5715,546.6825,1205.505,517.587,131.224,1120.384,296.636,1046.858,1119.1185,404.6695,484.25250000000005,697.87,352.33,550.842,1008.086,451.76,1357.628,1148.3595,502.6335,1454.9385000000002,1184.86625,505.43275,1613.73625,1232.309,506.8793333333333,1735.2513333333334,1241.912,331.157,1494.257,1112.4225,148.3615,1234.3285,1279.966,328.2265,1215.5405,1108.405,682.221,1514.807,898.8430000000001,747.8330000000001,1240.539,1145.4385000000002,742.194,1196.1815,286.3465,189.4555,196.277,1379.3515,514.6895,94.103
980.491,445.016,1076.771,1074.239,640.175,1046.624,1279.1295,544.89,546.1895,1184.324,516.41,132.929,1119.592,295.993,1040.654,1134.186,404.599,480.494,714.119,350.467,549.711,1007.045,452.094,1351.407,1147.527,502.404,1449.378,1184.274,505.502,1608.8165,1231.986666666667,506.9923333333333,1731.1336666666666,1239.249,329.803,1488.751,1103.0465,149.019,1232.409,1275.768,322.66549999999995,1206.391,1109.437,683.503,1509.077,910.7315,757.777,1227.9985,1158.1329999999998,743.4839999999999,1191.856,294.6785,189.9835,196.5195,1357.022,515.9984999999999,90.9475
978.656,443.007,1073.698,1069.385,639.407,1043.114,1278.3085,544.7675,547.5360000000001,1162.256,516.002,134.083,1118.844,295.291,1034.334,1149.806,405.493,478.328,730.785,348.561,547.407,1005.763,452.551,1344.966,1146.8195,502.147,1444.219,1183.63825,505.60775000000007,1604.168,1231.582,507.0786666666667,1727.3443333333332,1236.332,328.445,1483.558,1093.752,149.5545,1230.7895,1270.9685,317.3335,1198.0585,1110.599,684.869,1503.49,923.7955,767.6075000000001,1215.647,1171.335,744.4985,1187.9209999999998,302.854,189.335,195.131,1333.8295,516.31,88.6045
976.938,440.804,1070.821,1064.136,638.379,1040.185,1276.3384999999998,545.0635,548.046,1139.189,515.797,134.596,1118.174,294.761,1028.209,1166.162,406.2145,477.26,747.146,346.84,544.252,1004.489,453.172,1338.651,1146.125,501.912,1439.539,1182.8962499999998,505.6945,1599.8745,1231.061333333333,507.019,1723.929666666667,1233.231,327.261,1478.683,1084.4135,150.35649999999998,1229.744,1265.7205,311.8675,1190.7804999999998,1111.701,686.21,1498.236,937.785,776.832,1203.8665,1184.9015,745.0785,1184.714,312.1815,189.3515,193.2655,1309.7240000000002,516.223,87.359
975.322,438.635,1068.111,1059.506,637.438,1038.118,1272.658,545.7625,547.196,1115.578,515.726,134.642,1117.484,294.795,1022.428,1182.607,407.761,477.171,763.504,345.494,540.221,1002.625,454.612,1333.25,1145.5700000000002,501.9210000000001,1435.3625,1182.0527499999998,505.91525,1596.0247499999998,1230.3813333333333,507.1886666666667,1720.85,1230.029,326.215,1474.51,1074.937,151.2695,1229.3815,1260.205,306.534,1184.658,1112.938,687.51,1493.417,953.079,785.9,1192.9095,1198.708,745.188,1182.4935,321.8785,188.779,190.0565,1285.2379999999998,516.579,86.374
973.943,436.784,1065.69,1055.669,637.036,1036.664,1265.8365,545.8955,543.1465000000001,1091.78,516.165,134.689,1116.518,295.575,1017.61,1199.129,409.35,478.1605,779.92,344.201,535.33,1000.81,456.781,1330.135,1144.8725,502.236,1432.0495,1181.143,506.03675,1592.7875,1229.6476666666667,507.156,1718.3186666666668,1226.792,325.399,1470.962,1066.217,152.1065,1229.5214999999998,1254.444,301.67650000000003,1179.962,1114.047,688.697,1489.13,969.352,794.219,1183.3395,1212.9255,744.8945,1181.423,331.884,187.806,185.8005,1260.5405,516.379,85.4225
973.052,435.579,1064.364,1052.409,636.577,1035.379,1255.0815,544.1215,535.1255,1068.216,515.543,134.145,1115.035,296.498,1014.634,1215.8475,410.9995,480.2695,795.74,343.585,529.279,998.863,459.454,1328.503,1144.0,502.584,1429.772,1180.3557500000002,506.1275,1590.3052500000003,1228.8613333333333,507.089,1716.3043333333335,1223.627,324.895,1468.577,1056.9785000000002,153.0525,1230.3455,1248.3805000000002,297.148,1176.802,1115.66,689.548,1485.612,986.0405,801.672,1175.811,1226.8295,743.561,1181.4595,342.631,187.2185,180.944,1235.9675,516.2605,84.53299999999999
971.737,435.012,1063.793,1049.982,636.146,1034.145,1241.9815,542.4585,527.6980000000001,1044.339,515.798,134.274,1113.087,296.528,1013.56,1232.9645,413.566,484.2895,811.476,343.047,522.553,996.936,461.784,1327.139,1142.8055,502.958,1428.4499999999998,1179.76925,505.99075,1588.76525,1228.0313333333334,506.7826666666666,1714.9336666666666,1220.578,324.501,1467.671,1047.9175,154.312,1231.847,1242.0915,293.08849999999995,1175.1725,1117.976,690.087,1482.814,1002.591,808.12,1170.2295,1240.536,741.733,1183.11,353.709,186.2735,175.25,1211.3195,516.0655,83.688
970.572,435.054,1063.477,1048.634,636.017,1032.93,1228.6295,541.3995,521.2955,1020.513,515.613,134.37,1111.168,296.398,1013.412,1248.775,414.8935,488.9315,826.85,342.705,515.195,995.265,464.104,1325.837,1141.452,503.3815,1427.8775,1179.07575,505.8562500000001,1587.9995,1227.0023333333331,506.5743333333333,1714.0866666666668,1217.211,323.904,1467.986,1039.1275,155.4805,1233.963,1235.6554999999998,289.449,1175.153,1120.811,690.38,1480.873,1018.9895,813.733,1166.4485,1253.8115,739.3115,1186.3195,365.2495,185.598,169.2705,1186.797,516.0085,82.9025
969.335,435.46,1063.277,1048.878,635.865,1031.732,1214.1225,540.0415,513.7334999999999,997.206,515.753,134.683,1109.545,296.034,1014.015,1264.3445,416.2715,494.7385,842.186,342.283,506.993,993.829,466.275,1324.9,1140.371,503.8775,1427.8185,1178.338,505.665,1588.08375,1225.9113333333337,506.35566666666665,1713.8943333333334,1213.182,323.074,1469.301,1030.2655,156.7785,1236.755,1229.278,286.2495,1176.721,1124.01,690.618,1479.868,1034.5735,818.148,1164.1865,1266.407,736.2725,1191.085,377.3085,185.061,162.8355,1162.1855,516.0975,82.21000000000001
968.112,436.582,1063.413,1048.941,635.827,1031.474,1198.6885,538.741,506.0135,973.475,515.747,135.287,1107.982,295.601,1015.229,1279.744,418.143,501.983,857.002,341.953,497.93,992.366,468.403,1324.129,1139.3625000000002,504.0875,1428.1765,1177.28725,505.4355000000001,1588.96025,1224.668,506.3896666666666,1714.3006666666668,1208.365,321.75,1471.781,1021.555,158.214,1240.009,1223.0704999999998,283.6245,1179.75,1127.506,690.708,1479.792,1049.846,821.9849999999999,1163.1585,1278.222,732.6095,1197.3945,389.8545,185.1015,156.232,1137.567,516.1635,81.54599999999999
966.97,437.784,1063.924,1049.825,636.244,1031.194,1182.754,537.303,498.955,950.057,515.938,135.777,1106.207,295.126,1016.9,1294.0685,419.587,510.1675,871.865,341.695,487.943,990.927,470.595,1323.354,1138.4075,503.9665,1429.0205,1176.116,504.9905,1590.59625,1223.3826666666666,506.072,1715.437,1202.462,320.042,1474.759,1013.022,159.8265,1243.6165,1216.6985,281.10900000000004,1184.298,1131.312,690.914,1480.64,1064.386,824.7465,1163.25,1288.9895,728.634,1205.1085,402.466,185.073,149.3355,1112.955,516.11,80.8675
965.902,439.397,1064.842,1051.03,636.444,1030.779,1166.8855,535.884,493.7975,926.62,516.58,136.642,1104.212,294.421,1019.022,1307.347,421.0965,519.4725,886.811,341.326,477.216,989.845,473.252,1323.203,1137.5895,503.6485,1430.449,1174.732,504.2407500000001,1592.86075,1222.1166666666666,505.835,1717.245,1196.106,317.891,1478.239,1004.454,161.28050000000002,1247.658,1210.4250000000002,279.209,1189.7225,1134.945,690.451,1482.235,1078.274,826.6905,1164.417,1298.5165000000002,724.4095,1213.964,415.2755,185.272,142.28,1088.479,516.1320000000001,80.154
0.0,0.0,0.0,1052.351,636.523,1031.306,1151.401,534.308,491.9615,903.386,517.189,137.676,1102.116,293.73,1021.543,1319.6735,422.3215,529.2435,901.646,341.337,465.738,988.965,476.417,1324.27,1136.8015,503.3315,1432.576,1173.3615,503.41399999999993,1595.7775,1220.804,505.3193333333333,1719.7453333333335,1189.565,315.787,1482.102,995.8505,163.1495,1252.1435,1204.253,277.4405,1196.1755,1138.541,689.996,1484.639,1091.274,827.881,1166.4725,1307.086,719.7295,1223.5885,428.3325,185.7685,135.0385,1063.824,516.0775,79.3755
0.0,0.0,0.0,1053.457,636.532,1031.887,1135.7395,533.1435,491.4785,880.484,518.57,139.603,1100.351,293.4,1024.593,1331.6465,423.3605,539.845,917.077,341.358,453.552,988.289,479.878,1326.003,1136.0659999999998,503.214,1435.328,1171.89125,502.658,1599.294,1219.455333333333,504.8596666666667,1722.8529999999998,1183.021,313.966,1486.556,987.4545,164.982,1256.966,1198.154,275.8905,1203.227,1142.039,689.526,1487.743,1103.531,828.3425,1169.357,1314.962,715.2365,1234.0335,441.5835,186.72,127.6195,1039.2235,516.107,78.779
0.0,0.0,0.0,1054.868,636.783,1032.89,1119.5075000000002,532.375,491.1645,857.565,519.899,142.161,1099.12,293.136,1028.344,1342.693,424.468,550.739,932.56,341.591,440.983,988.061,483.316,1328.324,1135.9755,502.606,1438.738,1170.42425,501.875,1603.3345000000002,1218.178,504.32766666666674,1726.561333333333,1176.674,312.487,1491.283,979.4165,166.7925,1262.0075000000002,1192.211,274.3905,1210.8545,1145.091,688.882,1491.468,1115.018,828.2105,1173.0304999999998,1321.418,710.4259999999999,1244.7845,456.219,187.217,120.977,1014.7445,516.1065,78.214
0.0,0.0,0.0,1056.581,637.135,1034.114,1102.69,531.5875,491.008,835.568,521.181,145.282,1098.431,292.917,1032.85,1353.0845,425.6225,561.9335000000001,948.573,342.153,428.047,988.225,486.918,1330.867,1136.0225,501.879,1442.709,1169.0789999999995,501.162,1607.701,1216.9083333333333,503.8589999999999,1730.6543333333332,1171.062,311.184,1496.124,971.3485,168.942,1267.431,1186.2185,272.8665,1218.663,1147.918,688.036,1495.712,1125.631,827.7445,1177.3125,1326.9119999999998,705.3354999999999,1255.7585,471.191,188.496,114.476,990.322,516.2325,77.7845
0.0,0.0,0.0,1058.79,637.283,1035.61,1085.8305,530.716,491.1855000000001,813.862,522.51,149.308,1098.239,292.961,1037.985,1362.4365,426.413,573.6315,964.854,342.972,414.819,988.521,490.196,1333.633,1136.039,501.152,1447.1215,1167.88,500.3635,1612.43925,1215.7063333333333,503.23966666666666,1735.121,1166.044,310.101,1501.025,963.53,171.103,1273.0025,1180.4475,271.431,1226.6999999999998,1150.616,686.976,1500.588,1135.38,826.8834999999999,1182.188,1331.6395,699.9200000000001,1266.7245,486.256,189.5835,108.142,965.833,516.1855,77.271
0.0,0.0,0.0,1061.007,637.476,1037.279,1069.1370000000002,529.8695,492.2605,792.913,523.836,154.131,1098.333,292.909,1043.885,1370.143,427.0075,585.1410000000001,981.841,344.145,401.346,989.246,493.442,1336.423,1136.3049999999998,500.345,1451.808,1166.74525,499.49050000000005,1617.3255,1214.5463333333337,502.4783333333333,1739.7693333333334,1161.458,309.285,1505.982,955.998,173.526,1278.8249999999998,1175.008,270.086,1234.708,1153.055,685.719,1505.74,1144.4195,825.7470000000001,1187.4395,1335.335,694.635,1277.7334999999998,501.6315,190.454,101.943,941.8875,516.2660000000001,77.047
0.0,0.0,0.0,1064.281,637.712,1039.556,1052.6915,529.2795,494.6185,772.88,525.314,159.576,1098.726,292.99,1050.167,1376.6465,427.2645,596.424,999.219,345.617,387.693,990.236,496.49,1339.286,1137.1015,499.55550000000005,1456.3225000000002,1165.73475,498.59675,1622.4115,1213.4693333333337,501.685,1744.5756666666666,1157.398,308.509,1510.981,949.0225,175.91899999999998,1284.747,1169.3780000000002,268.94100000000003,1242.76,1155.231,684.417,1511.264,1152.839,824.45,1193.0195,1338.5555,689.673,1288.6619999999998,517.3925,191.496,96.2715,917.9065,516.3615,76.74700000000001
0.0,0.0,0.0,1067.789,637.546,1041.841,1036.812,528.903,498.305,753.642,526.652,165.534,1099.233,292.941,1056.806,1381.835,427.418,607.1785,1017.374,347.194,373.908,991.409,499.635,1342.192,1137.411,498.9225,1461.3365,1164.837,497.68975,1627.51975,1212.4426666666666,500.8163333333334,1749.4476666666667,1153.621,307.837,1515.749,942.254,178.607,1290.7875,1164.4215,267.8795,1250.55,1157.512,683.137,1516.993,1160.3885,823.1385,1198.819,1340.8125,684.761,1299.4175,533.488,192.563,91.03,894.0475,516.4685,76.45349999999999
0.0,0.0,0.0,1071.505,637.766,1045.004,1021.2305,528.8155,502.799,735.323,528.112,171.994,1099.748,292.765,1063.684,1386.119,427.3645,617.2395,1036.06,349.071,360.139,992.838,502.599,1345.072,1137.607,498.3555,1466.471,1164.095,496.77,1632.652,1211.496,499.9666666666666,1754.3343333333337,1150.314,307.12,1520.544,936.0245,181.336,1296.8485,1159.6375,266.9615,1257.9555,1159.798,681.816,1522.809,1167.2505,821.7895000000001,1204.9035,1342.475,679.836,1309.7235,549.8475,193.578,86.1885,870.3779999999999,516.7655,76.395
0.0,0.0,0.0,1075.411,637.688,1048.287,1006.441,528.943,508.1605,718.071,529.465,178.837,1100.255,292.408,1070.697,1389.579,427.1585,626.4205,1055.569,351.307,346.322,994.576,505.717,1347.988,1137.9185,497.651,1471.652,1163.50325,495.78325,1637.78375,1210.675,499.0403333333333,1759.156,1147.337,306.436,1525.294,930.0135,184.1125,1302.8870000000002,1155.418,265.9715,1265.105,1162.112,680.413,1528.776,1173.504,820.47,1211.064,1343.6695,675.0725,1319.6785,566.444,194.626,82.0005,846.616,516.769,76.3055
0.0,0.0,0.0,1079.51,637.372,1051.561,991.9305,529.401,513.7764999999999,701.559,530.641,185.84,1100.774,292.009,1077.677,1392.3159999999998,426.671,634.7805000000001,1075.534,353.47,332.736,995.366,509.148,1351.177,1138.012,496.9505,1476.773,1163.0024999999998,494.83625,1642.782,1209.8813333333335,498.11266666666666,1763.8143333333337,1144.745,305.879,1529.909,924.6105,187.108,1308.811,1151.3845,265.0655,1271.7045,1164.283,678.952,1534.631,1178.7805,819.5074999999999,1217.3915,1344.147,670.3355,1329.0055000000002,583.181,195.747,78.3175,823.3365,517.04,76.459
980.247,458.255,1107.591,1083.899,637.334,1054.877,978.1815,529.7429999999999,519.81,685.949,532.15,193.436,1101.179,291.567,1084.775,1394.2095,426.0745,641.9915,1096.317,355.983,319.337,997.96,511.79,1354.274,1138.1115,496.3855,1481.573,1162.61625,493.8385,1647.6012499999997,1209.1373333333331,497.0873333333334,1768.2553333333333,1142.421,305.44,1534.405,919.715,190.024,1314.506,1147.748,264.25600000000003,1277.824,1166.626,677.555,1540.357,1185.036,818.514,1223.1135,1344.353,665.9875,1337.895,0.0,0.0,0.0,800.516,517.292,76.92750000000001
